DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,16.1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PHL: Philippines,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,31.1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,POL: Poland,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRT: Portugal,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,93.1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KOR: Republic of Korea,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,40,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ROU: Romania,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,RUS: Russian Federation,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,RWA: Rwanda,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,5.2,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WSM: Samoa,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2018,0,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SAU: Saudi Arabia,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,3,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SEN: Senegal,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2019,1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SLE: Sierra Leone,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,0.8,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVK: Slovakia,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SVN: Slovenia,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,79.4,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZAF: South Africa,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,76.6,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SA: South Asia,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2021,22.04,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SSD: South Sudan,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,17.7,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ESP: Spain,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LKA: Sri Lanka,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,32,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PSE: State of Palestine,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,12.1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2021,13.56,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SUR: Suriname,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,57.9,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,SWE: Sweden,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CHE: Switzerland,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TJK: Tajikistan,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,14,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,THA: Thailand,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,21,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TLS: Timor-Leste,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,38.2,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TGO: Togo,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2017,49,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TON: Tonga,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,3.3,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TTO: Trinidad and Tobago,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,14.6,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,TUN: Tunisia,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,28.6,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UKR: Ukraine,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,100,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ARE: United Arab Emirates,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,GBR: United Kingdom,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,65.6,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UZB: Uzbekistan,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,29.2,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VUT: Vanuatu,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2019,12.9,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,VNM: Viet Nam,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2019,1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2021,9.53,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WE: Western Europe,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2021,99.53,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,WORLD: World,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2021,27.42,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZMB: Zambia,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2016,21.1,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,ZWE: Zimbabwe,SPP_CHLD_SOC_PROT: Proportion of children covered by social protection,_T: Total,2020,6.7,,PCNT: %,,,,,,,,ILO estimates based on country data compled through the ILO Social Security Inquiry (SSI),,,,,,_T: Total
