ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
38,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),222,El Salvador,4,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2014,2014,[2014],,,,,,,,,,,,,,,5.8,,,,,,,5.8,,C: Country data
39,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),226,Equatorial Guinea,4,17,Middle Africa,Country,10.46535826,1.565792376,GNQ,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2011,2011,[2011],,,,,,,,,,,,8.6,,,,,,,,,,8.6,,C: Country data
40,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),232,Eritrea,4,14,Eastern Africa,Country,38.11074289,16.12894644,ERI,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2010,2010,[2010],,,,,,,,,,,12.9,,,,,,,,,,,12.9,,C: Country data
41,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),748,Eswatini,4,18,Southern Africa,Country,31.50149288,-26.56471011,SWZ,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2014,2014,[2014],,,,,,,,,,,,,,,0.8,,,,,,,0.8,,C: Country data
42,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),231,Ethiopia,4,14,Eastern Africa,Country,39.63505296,8.631223181,ETH,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,14.1,,,,,14.1,,C: Country data
43,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),266,Gabon,4,17,Middle Africa,Country,11.78727747,-0.60687619,GAB,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,5.6,,,,,,,,,5.6,,C: Country data
44,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),270,Gambia,4,11,Western Africa,Country,-15.39944785,13.45295927,GMB,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,7.5,,,7.5,,C: Country data
45,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),268,Georgia,4,145,Western Asia,Country,43.3713615,42.04813028,GEO,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.3,,,0.3,,C: Country data
46,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),288,Ghana,4,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,5,,,5,,C: Country data
47,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),320,Guatemala,4,13,Central America,Country,-91.2312746,15.00273719,GTM,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,6.2,,,,,,6.2,,C: Country data
48,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),324,Guinea,4,11,Western Africa,Country,-11.28173419,11.00210343,GIN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,17,,,17,,C: Country data
49,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),624,Guinea-Bissau,4,11,Western Africa,Country,-14.40182514,12.11760394,GNB,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,8.1,,8.1,,C: Country data
50,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),328,Guyana,4,5,South America,Country,-58.97322037,4.788012784,GUY,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2014,2014,[2014],,,,,,,,,,,,,,,3.6,,,,,,,3.6,,C: Country data
51,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),332,Haiti,4,29,Caribbean,Country,-72.33640958,18.40426539,HTI,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,2.1,,,,2.1,,C: Country data
52,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),340,Honduras,4,13,Central America,Country,-86.59974381,14.82243161,HND,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2012,2012,[2012],,,,,,,,,,,,,7.6,,,,,,,,,7.6,,C: Country data
53,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2016,2016,[2016],,,,,,,,,,,,,,,,,6.6,,,,,6.6,,C: Country data
54,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,2,,,,2,,C: Country data
55,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),364,Iran (Islamic Republic of),5,127,Southern Asia (excluding India),Country,54.19766348,32.74370885,IRN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2010,2010,[2010],,,,,,,,,,,2.7,,,,,,,,,,,2.7,,C: Country data
56,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),364,Iran (Islamic Republic of),5,127,Southern Asia (excluding India),Country,54.19766348,32.74370885,IRN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2010,2010,[2010],,,,,,,,,,,2.7,,,,,,,,,,,2.7,,C: Country data
57,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),368,Iraq,4,145,Western Asia,Country,43.76606267,33.05013795,IRQ,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,7.2,,,7.2,,C: Country data
58,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),388,Jamaica,4,29,Caribbean,Country,-77.31068409,18.15616857,JAM,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2011,2011,[2011],,,,,,,,,,,,1.4,,,,,,,,,,1.4,,C: Country data
59,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),400,Jordan,4,145,Western Asia,Country,37.13024774,30.65365973,JOR,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,1.5,,,1.5,,C: Country data
60,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,0.2,,,,,,0.2,,C: Country data
61,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),404,Kenya,4,14,Eastern Africa,Country,37.86096816,0.534797278,KEN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2014,2014,[2014],,,,,,,,,,,,,,,4.4,,,,,,,4.4,,C: Country data
62,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),296,Kiribati,4,543,Oceania (exc. Australia and New Zealand),Country,-157.5643005,1.768837732,KIR,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,2.4,,2.4,,C: Country data
63,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),296,Kiribati,4,543,Oceania (exc. Australia and New Zealand),Country,-157.5643005,1.768837732,KIR,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,2.4,,2.4,,C: Country data
64,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.3,,,0.3,,C: Country data
65,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),418,Lao People's Democratic Republic,4,35,South-Eastern Asia,Country,101.9901968,20.27482773,LAO,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,7.1,,,,7.1,,C: Country data
66,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,1.4,,,,,,1.4,,C: Country data
67,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),426,Lesotho,4,18,Southern Africa,Country,28.25362195,-29.58041814,LSO,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,1,,,1,,C: Country data
68,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),430,Liberia,4,11,Western Africa,Country,-9.311879038,6.448381009,LBR,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2013,2013,[2013],,,,,,,,,,,,,,8.8,,,,,,,,8.8,,C: Country data
69,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),450,Madagascar,4,14,Eastern Africa,Country,46.6982339,-19.38514785,MDG,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,12.7,,,12.7,,C: Country data
70,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),454,Malawi,4,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2015,2015,[2015],,,,,,,,,,,,,,,,9,,,,,,9,,C: Country data
71,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),462,Maldives,5,127,Southern Asia (excluding India),Country,73.09672546,-0.614385021,MDV,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,0,,,,0,,C: Country data
72,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),462,Maldives,5,127,Southern Asia (excluding India),Country,73.09672546,-0.614385021,MDV,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,0,,,,0,,C: Country data
73,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),466,Mali,4,11,Western Africa,Country,-3.522016039,17.35311254,MLI,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,15.9,,,15.9,,C: Country data
74,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),584,Marshall Islands,4,543,Oceania (exc. Australia and New Zealand),Country,171.0839119,7.110213497,MHL,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2007,2007,[2007],,,,,,,,5.5,,,,,,,,,,,,,,5.5,,C: Country data
75,5,Goal 5,Achieve gender equality and empower all women and girls,5.3,"Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation",C050301,5.3.1,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,2021.Q2.G.03,"['harmful traditional practices', 'advancement of women', 'gender equality', 'women', 'youth', 'adolescents']",SP_DYN_MRBF15,Proportion of women aged 20-24 years who were married or in a union before age 15 (%),584,Marshall Islands,4,543,Oceania (exc. Australia and New Zealand),Country,171.0839119,7.110213497,MHL,1,1,Y20T24,20 to 24 years old,F,Female,,PT,% of married women aged 20-24 years,SP_DYN_MRBF15__Y20T24__F,age__sex,1,2007,2007,[2007],,,,,,,,5.5,,,,,,,,,,,,,,5.5,,C: Country data
